2026-03-11 02:22:24,629 | INFO | TRY https://archives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm11MAR2026bhav.csv.zip
2026-03-11 02:22:24,773 | INFO | TRY https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm11MAR2026bhav.csv.zip
2026-03-11 02:22:25,902 | INFO | TRY https://archives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm10MAR2026bhav.csv.zip
2026-03-11 02:22:26,007 | INFO | TRY https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm10MAR2026bhav.csv.zip
2026-03-11 02:22:27,124 | INFO | TRY https://archives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm09MAR2026bhav.csv.zip
2026-03-11 02:22:27,206 | INFO | TRY https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm09MAR2026bhav.csv.zip
2026-03-11 02:22:28,299 | INFO | TRY https://archives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm08MAR2026bhav.csv.zip
2026-03-11 02:22:28,401 | INFO | TRY https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm08MAR2026bhav.csv.zip
2026-03-11 02:22:29,469 | INFO | TRY https://archives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm07MAR2026bhav.csv.zip
2026-03-11 02:22:29,565 | INFO | TRY https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm07MAR2026bhav.csv.zip
2026-03-11 02:22:30,638 | INFO | TRY https://archives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm06MAR2026bhav.csv.zip
2026-03-11 02:22:30,737 | INFO | TRY https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm06MAR2026bhav.csv.zip
2026-03-11 02:22:31,816 | INFO | TRY https://archives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm05MAR2026bhav.csv.zip
2026-03-11 02:22:31,909 | INFO | TRY https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm05MAR2026bhav.csv.zip
2026-03-11 02:22:32,982 | INFO | TRY https://archives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm04MAR2026bhav.csv.zip
2026-03-11 02:22:33,116 | INFO | TRY https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm04MAR2026bhav.csv.zip
2026-03-11 02:22:34,195 | INFO | TRY https://archives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm03MAR2026bhav.csv.zip
2026-03-11 02:22:34,310 | INFO | TRY https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm03MAR2026bhav.csv.zip
2026-03-11 02:22:35,411 | INFO | TRY https://archives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm02MAR2026bhav.csv.zip
2026-03-11 02:22:35,501 | INFO | TRY https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm02MAR2026bhav.csv.zip
2026-03-11 02:25:21,336 | INFO | TRY https://archives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm11MAR2026bhav.csv.zip
2026-03-11 02:25:21,421 | INFO | TRY https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm11MAR2026bhav.csv.zip
2026-03-11 02:25:21,570 | INFO | TRY https://www1.nseindia.com/content/historical/EQUITIES/2026/MAR/cm11MAR2026bhav.csv.zip
2026-03-11 02:25:21,736 | WARNING | FAILED SOURCE https://www1.nseindia.com/content/historical/EQUITIES/2026/MAR/cm11MAR2026bhav.csv.zip
2026-03-11 02:25:22,737 | INFO | TRY https://archives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm10MAR2026bhav.csv.zip
2026-03-11 02:25:22,843 | INFO | TRY https://nsearchives.nseindia.com/content/historical/EQUITIES/2026/MAR/cm10MAR2026bhav.csv.zip
2026-03-11 02:25:23,013 | INFO | TRY https://www1.nseindia.com/content/historical/EQUITIES/2026/MAR/cm10MAR2026bhav.csv.zip
